client_id,invoice_no,date,items,invoice_value
15640,555896,2011-06-07 16:04:00,JUMBO BAG RED RETROSPOT|LUNCH BAG CARS BLUE|REGENCY CAKESTAND 3 TIER|WHITE HANGING HEART T-LIGHT HOLDER,157.14999999999998
15640,561007,2011-07-22 15:21:00,JUMBO BAG RED RETROSPOT,20.8
15640,562587,2011-08-07 14:34:00,ASSORTED COLOUR BIRD ORNAMENT|JUMBO BAG RED RETROSPOT|PACK OF 72 RETROSPOT CAKE CASES|REGENCY CAKESTAND 3 TIER|WHITE HANGING HEART T-LIGHT HOLDER,522.8
15640,567881,2011-09-22 14:59:00,JUMBO BAG RED RETROSPOT|PAPER CHAIN KIT 50'S CHRISTMAS,38.5
15640,574311,2011-11-03 16:56:00,JUMBO BAG RED RETROSPOT|PACK OF 72 RETROSPOT CAKE CASES|WHITE HANGING HEART T-LIGHT HOLDER,115.6
15640,578293,2011-11-23 14:36:00,JUMBO BAG RED RETROSPOT|PAPER CHAIN KIT 50'S CHRISTMAS|REGENCY CAKESTAND 3 TIER,231.39999999999998
15640,580675,2011-12-05 14:35:00,JUMBO BAG RED RETROSPOT|PAPER CHAIN KIT 50'S CHRISTMAS,56.2
15641,539038,2010-12-15 14:45:00,HEART OF WICKER LARGE|JAM MAKING SET PRINTED,52.800000000000004
15641,545415,2011-03-02 13:03:00,LUNCH BAG SPACEBOY DESIGN|SET OF 3 CAKE TINS PANTRY DESIGN,31.35
15641,547623,2011-03-24 11:29:00,LUNCH BAG CARS BLUE,16.5
15643,545423,2011-03-02 14:34:00,REGENCY CAKESTAND 3 TIER|SET OF 3 CAKE TINS PANTRY DESIGN,40.35
15643,555157,2011-06-01 07:38:00,PARTY BUNTING|REGENCY CAKESTAND 3 TIER,90.6
15644,547548,2011-03-23 15:37:00,JAM MAKING SET PRINTED|JAM MAKING SET WITH JARS|LUNCH BAG RED RETROSPOT|LUNCH BAG SPACEBOY DESIGN|NATURAL SLATE HEART CHALKBOARD,20.6
15644,547960,2011-03-28 15:27:00,LUNCH BAG RED RETROSPOT|LUNCH BAG SPACEBOY DESIGN,6.6
15644,558105,2011-06-26 14:54:00,JAM MAKING SET PRINTED|JAM MAKING SET WITH JARS|LUNCH BAG CARS BLUE|LUNCH BAG RED RETROSPOT|LUNCH BAG SPACEBOY DESIGN|PACK OF 72 RETROSPOT CAKE CASES|REX CASH+CARRY JUMBO SHOPPER,36.65
15645,577695,2011-11-21 11:55:00,HEART OF WICKER LARGE|REX CASH+CARRY JUMBO SHOPPER|WHITE HANGING HEART T-LIGHT HOLDER,42.25000000000001
15646,536813,2010-12-02 16:59:00,PAPER CHAIN KIT 50'S CHRISTMAS,17.700000000000003
15646,549182,2011-04-07 09:12:00,RETROSPOT TEA SET CERAMIC 11 PC|WHITE HANGING HEART T-LIGHT HOLDER,32.550000000000004
15646,558918,2011-07-05 09:53:00,REGENCY CAKESTAND 3 TIER,12.75
15648,546908,2011-03-17 18:59:00,SET OF 3 CAKE TINS PANTRY DESIGN,29.700000000000003
15648,553886,2011-05-19 15:53:00,HEART OF WICKER LARGE|HEART OF WICKER SMALL,93.4
15652,566202,2011-09-09 14:22:00,PARTY BUNTING|SPOTTY BUNTING,24.75
15654,579675,2011-11-30 13:08:00,BAKING SET 9 PIECE RETROSPOT,14.850000000000001
15655,549571,2011-04-10 15:25:00,PARTY BUNTING,19.8
15656,545190,2011-02-28 15:32:00,NATURAL SLATE HEART CHALKBOARD|REGENCY CAKESTAND 3 TIER|SET OF 3 CAKE TINS PANTRY DESIGN,45.300000000000004
15658,536627,2010-12-02 10:53:00,JAM MAKING SET PRINTED|REGENCY CAKESTAND 3 TIER,68.4
15658,543106,2011-02-03 12:12:00,REGENCY CAKESTAND 3 TIER,76.5
15658,547407,2011-03-23 08:54:00,REGENCY CAKESTAND 3 TIER,12.75
15658,554704,2011-05-26 10:09:00,PARTY BUNTING|REGENCY CAKESTAND 3 TIER,45.3
15660,537886,2010-12-09 09:49:00,JAM MAKING SET PRINTED|JAM MAKING SET WITH JARS,62.4
15660,545311,2011-03-01 13:45:00,LUNCH BAG CARS BLUE,16.5
15660,553750,2011-05-19 10:16:00,JAM MAKING SET PRINTED|JAM MAKING SET WITH JARS|JUMBO BAG RED RETROSPOT|LUNCH BAG CARS BLUE|REGENCY CAKESTAND 3 TIER|SPOTTY BUNTING,127.3
15660,566904,2011-09-15 13:57:00,JAM MAKING SET WITH JARS,45.0
15660,576357,2011-11-14 16:57:00,JAM MAKING SET PRINTED|LUNCH BAG CARS BLUE|REGENCY CAKESTAND 3 TIER|RETROSPOT TEA SET CERAMIC 11 PC,61.5
15661,540173,2011-01-05 12:32:00,HEART OF WICKER SMALL,116.0
15661,542235,2011-01-26 13:56:00,HEART OF WICKER SMALL,174.0
15664,572021,2011-10-20 10:57:00,ASSORTED COLOUR BIRD ORNAMENT,40.56
15665,549568,2011-04-10 15:09:00,ASSORTED COLOUR BIRD ORNAMENT|JUMBO BAG RED RETROSPOT|LUNCH BAG CARS BLUE|LUNCH BAG RED RETROSPOT|LUNCH BAG SPACEBOY DESIGN|PACK OF 72 RETROSPOT CAKE CASES|WHITE HANGING HEART T-LIGHT HOLDER,124.37
15665,558057,2011-06-24 14:57:00,LUNCH BAG CARS BLUE|LUNCH BAG RED RETROSPOT|LUNCH BAG SPACEBOY DESIGN|WHITE HANGING HEART T-LIGHT HOLDER,89.6
15669,547096,2011-03-21 09:13:00,JAM MAKING SET PRINTED|REGENCY CAKESTAND 3 TIER,42.9
15670,544107,2011-02-16 10:50:00,NATURAL SLATE HEART CHALKBOARD,17.700000000000003
15671,546435,2011-03-14 09:37:00,PACK OF 72 RETROSPOT CAKE CASES,13.200000000000001
15671,546764,2011-03-16 14:31:00,NATURAL SLATE HEART CHALKBOARD,35.400000000000006
15671,562555,2011-08-05 16:37:00,PAPER CHAIN KIT 50'S CHRISTMAS,102.0
15671,576148,2011-11-14 10:50:00,PAPER CHAIN KIT 50'S CHRISTMAS,204.0
15671,577727,2011-11-21 12:43:00,PAPER CHAIN KIT 50'S CHRISTMAS,306.0
15673,541266,2011-01-16 16:25:00,JAM MAKING SET PRINTED,34.8
15673,552358,2011-05-09 12:20:00,LUNCH BAG SPACEBOY DESIGN|PACK OF 72 RETROSPOT CAKE CASES,29.700000000000003
15673,566450,2011-09-12 16:12:00,REX CASH+CARRY JUMBO SHOPPER,2.8499999999999996
15674,548215,2011-03-30 09:19:00,NATURAL SLATE HEART CHALKBOARD|PARTY BUNTING|REGENCY CAKESTAND 3 TIER|WHITE HANGING HEART T-LIGHT HOLDER,113.25
15674,548973,2011-04-05 11:44:00,NATURAL SLATE HEART CHALKBOARD|PARTY BUNTING|REGENCY CAKESTAND 3 TIER|WHITE HANGING HEART T-LIGHT HOLDER,113.25
15674,552316,2011-05-08 16:11:00,LUNCH BAG SPACEBOY DESIGN|PARTY BUNTING|SPOTTY BUNTING|WHITE HANGING HEART T-LIGHT HOLDER,68.85000000000001
15674,568553,2011-09-27 15:17:00,NATURAL SLATE HEART CHALKBOARD|PARTY BUNTING|RETROSPOT TEA SET CERAMIC 11 PC|SET OF 3 CAKE TINS PANTRY DESIGN|SPOTTY BUNTING|WHITE HANGING HEART T-LIGHT HOLDER,135.15
15675,559358,2011-07-07 19:14:00,PARTY BUNTING|WHITE HANGING HEART T-LIGHT HOLDER,37.5
15675,567313,2011-09-19 13:48:00,WHITE HANGING HEART T-LIGHT HOLDER,17.700000000000003
15676,545232,2011-03-01 10:19:00,NATURAL SLATE HEART CHALKBOARD|WHITE HANGING HEART T-LIGHT HOLDER,53.10000000000001
15676,574532,2011-11-04 14:19:00,BAKING SET 9 PIECE RETROSPOT|REGENCY CAKESTAND 3 TIER|RETROSPOT TEA SET CERAMIC 11 PC|WHITE HANGING HEART T-LIGHT HOLDER,77.85000000000001
15677,572242,2011-10-21 15:36:00,HEART OF WICKER SMALL|RETROSPOT TEA SET CERAMIC 11 PC|SET OF 3 CAKE TINS PANTRY DESIGN,79.2
15678,571557,2011-10-18 09:25:00,JUMBO BAG RED RETROSPOT|NATURAL SLATE HEART CHALKBOARD,97.80000000000001
15680,537828,2010-12-08 14:43:00,ASSORTED COLOUR BIRD ORNAMENT|JAM MAKING SET PRINTED|WHITE HANGING HEART T-LIGHT HOLDER,83.72
15680,573379,2011-10-30 14:03:00,ASSORTED COLOUR BIRD ORNAMENT,13.52
15680,579685,2011-11-30 13:46:00,ASSORTED COLOUR BIRD ORNAMENT,27.04
15681,545654,2011-03-04 13:46:00,JAM MAKING SET PRINTED,34.8
15681,556248,2011-06-09 16:33:00,JAM MAKING SET PRINTED,34.8
15683,563215,2011-08-14 12:56:00,JAM MAKING SET PRINTED|PAPER CHAIN KIT 50'S CHRISTMAS|RETROSPOT TEA SET CERAMIC 11 PC,49.95
15687,541111,2011-01-13 15:13:00,JAM MAKING SET PRINTED,17.4
15687,542888,2011-02-01 13:15:00,BAKING SET 9 PIECE RETROSPOT|JAM MAKING SET PRINTED|PACK OF 72 RETROSPOT CAKE CASES|RETROSPOT TEA SET CERAMIC 11 PC|SET OF 3 CAKE TINS PANTRY DESIGN,75.15
15687,544800,2011-02-23 13:45:00,BAKING SET 9 PIECE RETROSPOT|PACK OF 72 RETROSPOT CAKE CASES|RETROSPOT TEA SET CERAMIC 11 PC,42.900000000000006
15687,546685,2011-03-16 09:52:00,JUMBO BAG RED RETROSPOT|RETROSPOT TEA SET CERAMIC 11 PC,34.35
15687,569675,2011-10-05 14:03:00,JAM MAKING SET PRINTED|JUMBO BAG RED RETROSPOT,38.2
15687,576655,2011-11-16 10:55:00,WHITE HANGING HEART T-LIGHT HOLDER,17.700000000000003
15687,579899,2011-12-01 08:33:00,NATURAL SLATE HEART CHALKBOARD,17.700000000000003
15692,575891,2011-11-11 14:12:00,HEART OF WICKER SMALL|WHITE HANGING HEART T-LIGHT HOLDER,37.5
15694,537884,2010-12-09 09:30:00,REGENCY CAKESTAND 3 TIER,175.2
15694,541013,2011-01-13 11:54:00,HEART OF WICKER SMALL,19.799999999999997
15694,546768,2011-03-16 14:54:00,PARTY BUNTING|REGENCY CAKESTAND 3 TIER,234.6
15694,549284,2011-04-07 13:37:00,REGENCY CAKESTAND 3 TIER,350.4
15694,553979,2011-05-20 11:07:00,PARTY BUNTING,207.50000000000003
15694,569407,2011-10-04 09:12:00,REGENCY CAKESTAND 3 TIER,350.4
15694,580132,2011-12-01 18:16:00,REGENCY CAKESTAND 3 TIER,175.2
15695,546915,2011-03-18 08:31:00,ASSORTED COLOUR BIRD ORNAMENT|REGENCY CAKESTAND 3 TIER,65.28999999999999
15696,541274,2011-01-17 11:24:00,ASSORTED COLOUR BIRD ORNAMENT|PARTY BUNTING,36.769999999999996
15696,545696,2011-03-06 14:21:00,ASSORTED COLOUR BIRD ORNAMENT|WHITE HANGING HEART T-LIGHT HOLDER,25.32
15696,551599,2011-05-03 11:34:00,PARTY BUNTING,19.8
15696,567524,2011-09-21 08:55:00,REGENCY CAKESTAND 3 TIER|SPOTTY BUNTING,40.35
15696,574704,2011-11-06 14:02:00,HEART OF WICKER LARGE|HEART OF WICKER SMALL|REX CASH+CARRY JUMBO SHOPPER|SET OF 3 CAKE TINS PANTRY DESIGN|SPOTTY BUNTING|WHITE HANGING HEART T-LIGHT HOLDER,99.55
15700,557311,2011-06-19 15:36:00,SET OF 3 CAKE TINS PANTRY DESIGN|SPOTTY BUNTING,14.850000000000001
15701,563909,2011-08-21 12:36:00,BAKING SET 9 PIECE RETROSPOT|HEART OF WICKER LARGE|HEART OF WICKER SMALL|LUNCH BAG RED RETROSPOT|PAPER CHAIN KIT 50'S CHRISTMAS|PARTY BUNTING|REGENCY CAKESTAND 3 TIER|SET OF 3 CAKE TINS PANTRY DESIGN|SPOTTY BUNTING,72.05
15701,569224,2011-10-02 14:00:00,BAKING SET 9 PIECE RETROSPOT|PARTY BUNTING|SPOTTY BUNTING,24.75
15704,552281,2011-05-08 12:42:00,ASSORTED COLOUR BIRD ORNAMENT|NATURAL SLATE HEART CHALKBOARD|PARTY BUNTING|REX CASH+CARRY JUMBO SHOPPER|SPOTTY BUNTING|WHITE HANGING HEART T-LIGHT HOLDER,249.76000000000002
15704,555556,2011-06-05 14:04:00,ASSORTED COLOUR BIRD ORNAMENT|PARTY BUNTING|SPOTTY BUNTING|WHITE HANGING HEART T-LIGHT HOLDER,265.58
15704,560989,2011-07-22 13:20:00,ASSORTED COLOUR BIRD ORNAMENT|PARTY BUNTING|REX CASH+CARRY JUMBO SHOPPER|SET OF 3 CAKE TINS PANTRY DESIGN|SPOTTY BUNTING|WHITE HANGING HEART T-LIGHT HOLDER,213.99
15704,560994,2011-07-22 13:35:00,HEART OF WICKER SMALL,13.2
15706,563352,2011-08-15 14:32:00,HEART OF WICKER LARGE|HEART OF WICKER SMALL|WHITE HANGING HEART T-LIGHT HOLDER,55.2
15707,566735,2011-09-14 14:19:00,BAKING SET 9 PIECE RETROSPOT|PACK OF 72 RETROSPOT CAKE CASES,7.15
15707,574536,2011-11-04 14:35:00,PACK OF 72 RETROSPOT CAKE CASES|REGENCY CAKESTAND 3 TIER,13.850000000000001
15708,537051,2010-12-05 11:12:00,HEART OF WICKER LARGE|HEART OF WICKER SMALL|WHITE HANGING HEART T-LIGHT HOLDER,26.900000000000002
15708,540514,2011-01-09 11:43:00,HEART OF WICKER LARGE|HEART OF WICKER SMALL|NATURAL SLATE HEART CHALKBOARD|WHITE HANGING HEART T-LIGHT HOLDER,40.35000000000001
15708,542614,2011-01-30 14:37:00,HEART OF WICKER LARGE|HEART OF WICKER SMALL|WHITE HANGING HEART T-LIGHT HOLDER,90.60000000000001
15708,545045,2011-02-27 11:40:00,HEART OF WICKER LARGE|HEART OF WICKER SMALL|NATURAL SLATE HEART CHALKBOARD|WHITE HANGING HEART T-LIGHT HOLDER,61.1
15708,551518,2011-05-01 11:36:00,NATURAL SLATE HEART CHALKBOARD|REGENCY CAKESTAND 3 TIER|WHITE HANGING HEART T-LIGHT HOLDER,77.65
15708,561043,2011-07-24 12:20:00,HEART OF WICKER LARGE|HEART OF WICKER SMALL|NATURAL SLATE HEART CHALKBOARD|REGENCY CAKESTAND 3 TIER|WHITE HANGING HEART T-LIGHT HOLDER,109.5
15708,573323,2011-10-30 10:54:00,HEART OF WICKER SMALL|REGENCY CAKESTAND 3 TIER|SET OF 3 CAKE TINS PANTRY DESIGN|WHITE HANGING HEART T-LIGHT HOLDER,80.45
15709,545237,2011-03-01 10:38:00,PARTY BUNTING,19.8
15712,544969,2011-02-25 11:32:00,BAKING SET 9 PIECE RETROSPOT|HEART OF WICKER LARGE|HEART OF WICKER SMALL|RETROSPOT TEA SET CERAMIC 11 PC,67.2
15712,556239,2011-06-09 15:48:00,HEART OF WICKER SMALL|NATURAL SLATE HEART CHALKBOARD|SPOTTY BUNTING,67.2
15712,564016,2011-08-22 11:44:00,HEART OF WICKER LARGE|HEART OF WICKER SMALL|JUMBO BAG RED RETROSPOT,58.3
15712,579693,2011-11-30 14:09:00,BAKING SET 9 PIECE RETROSPOT|REGENCY CAKESTAND 3 TIER,40.35
15713,537843,2010-12-08 15:16:00,WHITE HANGING HEART T-LIGHT HOLDER,35.400000000000006
15713,560562,2011-07-19 13:34:00,WHITE HANGING HEART T-LIGHT HOLDER,53.1
15714,579099,2011-11-28 11:26:00,REX CASH+CARRY JUMBO SHOPPER,0.95
15716,537131,2010-12-05 12:26:00,ASSORTED COLOUR BIRD ORNAMENT|HEART OF WICKER LARGE|PAPER CHAIN KIT 50'S CHRISTMAS|REX CASH+CARRY JUMBO SHOPPER,49.589999999999996
15716,547864,2011-03-27 13:10:00,WHITE HANGING HEART T-LIGHT HOLDER,17.700000000000003
15716,554094,2011-05-22 12:49:00,ASSORTED COLOUR BIRD ORNAMENT|HEART OF WICKER LARGE|HEART OF WICKER SMALL|PARTY BUNTING|WHITE HANGING HEART T-LIGHT HOLDER,66.72
15716,560240,2011-07-17 11:59:00,ASSORTED COLOUR BIRD ORNAMENT|SPOTTY BUNTING|WHITE HANGING HEART T-LIGHT HOLDER,71.39
15717,550619,2011-04-19 13:21:00,PARTY BUNTING|WHITE HANGING HEART T-LIGHT HOLDER,55.2
15719,540278,2011-01-06 12:31:00,ASSORTED COLOUR BIRD ORNAMENT|JUMBO BAG RED RETROSPOT|LUNCH BAG CARS BLUE|LUNCH BAG RED RETROSPOT|LUNCH BAG SPACEBOY DESIGN|NATURAL SLATE HEART CHALKBOARD|PACK OF 72 RETROSPOT CAKE CASES|WHITE HANGING HEART T-LIGHT HOLDER,65.72
15719,543111,2011-02-03 12:44:00,ASSORTED COLOUR BIRD ORNAMENT|JUMBO BAG RED RETROSPOT|LUNCH BAG RED RETROSPOT|LUNCH BAG SPACEBOY DESIGN|NATURAL SLATE HEART CHALKBOARD|PACK OF 72 RETROSPOT CAKE CASES|WHITE HANGING HEART T-LIGHT HOLDER,83.72
15719,545503,2011-03-03 11:34:00,LUNCH BAG CARS BLUE|LUNCH BAG RED RETROSPOT|LUNCH BAG SPACEBOY DESIGN|WHITE HANGING HEART T-LIGHT HOLDER,19.1
15719,547359,2011-03-22 12:27:00,ASSORTED COLOUR BIRD ORNAMENT|JUMBO BAG RED RETROSPOT|LUNCH BAG SPACEBOY DESIGN|PACK OF 72 RETROSPOT CAKE CASES|PARTY BUNTING,65.57000000000001
15719,549241,2011-04-07 11:40:00,JUMBO BAG RED RETROSPOT|LUNCH BAG RED RETROSPOT|NATURAL SLATE HEART CHALKBOARD|PARTY BUNTING|WHITE HANGING HEART T-LIGHT HOLDER,62.58
15719,551810,2011-05-04 11:32:00,PACK OF 72 RETROSPOT CAKE CASES|PARTY BUNTING|WHITE HANGING HEART T-LIGHT HOLDER,44.800000000000004
15719,554376,2011-05-24 11:31:00,JAM MAKING SET WITH JARS|JUMBO BAG RED RETROSPOT|LUNCH BAG CARS BLUE|SPOTTY BUNTING|WHITE HANGING HEART T-LIGHT HOLDER,57.510000000000005
15719,556728,2011-06-14 11:36:00,JUMBO BAG RED RETROSPOT|LUNCH BAG RED RETROSPOT|PARTY BUNTING|SET OF 3 CAKE TINS PANTRY DESIGN,55.45
15719,559289,2011-07-07 12:22:00,JUMBO BAG RED RETROSPOT|PARTY BUNTING|SPOTTY BUNTING,54.660000000000004
15719,562517,2011-08-05 12:27:00,LUNCH BAG RED RETROSPOT|LUNCH BAG SPACEBOY DESIGN|NATURAL SLATE HEART CHALKBOARD|PARTY BUNTING|SET OF 3 CAKE TINS PANTRY DESIGN|SPOTTY BUNTING,37.25
15719,565129,2011-09-01 12:41:00,JUMBO BAG RED RETROSPOT|LUNCH BAG RED RETROSPOT|LUNCH BAG SPACEBOY DESIGN|PACK OF 72 RETROSPOT CAKE CASES|SPOTTY BUNTING|WHITE HANGING HEART T-LIGHT HOLDER,71.06
15719,570103,2011-10-07 12:18:00,JUMBO BAG RED RETROSPOT|LUNCH BAG RED RETROSPOT,29.91
15719,574863,2011-11-07 12:29:00,JUMBO BAG RED RETROSPOT|NATURAL SLATE HEART CHALKBOARD|PACK OF 72 RETROSPOT CAKE CASES|PARTY BUNTING|SET OF 3 CAKE TINS PANTRY DESIGN|SPOTTY BUNTING|WHITE HANGING HEART T-LIGHT HOLDER,85.41000000000001
15720,576593,2011-11-15 14:48:00,ASSORTED COLOUR BIRD ORNAMENT|JAM MAKING SET WITH JARS|WHITE HANGING HEART T-LIGHT HOLDER,20.73
15721,579124,2011-11-28 12:14:00,PAPER CHAIN KIT 50'S CHRISTMAS|RETROSPOT TEA SET CERAMIC 11 PC,7.9
15722,544648,2011-02-22 12:24:00,HEART OF WICKER LARGE,17.700000000000003
15722,555533,2011-06-05 12:12:00,HEART OF WICKER LARGE|HEART OF WICKER SMALL|REX CASH+CARRY JUMBO SHOPPER,38.0
15722,574445,2011-11-04 11:41:00,REX CASH+CARRY JUMBO SHOPPER,3.8
15723,538201,2010-12-10 11:12:00,PAPER CHAIN KIT 50'S CHRISTMAS,5.9
15724,554111,2011-05-22 14:40:00,RETROSPOT TEA SET CERAMIC 11 PC,29.700000000000003
15725,578534,2011-11-24 14:51:00,PAPER CHAIN KIT 50'S CHRISTMAS|WHITE HANGING HEART T-LIGHT HOLDER,29.500000000000004
15727,539044,2010-12-15 15:47:00,HEART OF WICKER LARGE|HEART OF WICKER SMALL|JAM MAKING SET PRINTED|PACK OF 72 RETROSPOT CAKE CASES|SET OF 3 CAKE TINS PANTRY DESIGN,132.9
15727,540979,2011-01-12 15:06:00,HEART OF WICKER LARGE|HEART OF WICKER SMALL|SET OF 3 CAKE TINS PANTRY DESIGN|WHITE HANGING HEART T-LIGHT HOLDER,109.2
15727,548978,2011-04-05 12:08:00,LUNCH BAG CARS BLUE|PACK OF 72 RETROSPOT CAKE CASES|REGENCY CAKESTAND 3 TIER|SET OF 3 CAKE TINS PANTRY DESIGN|WHITE HANGING HEART T-LIGHT HOLDER,114.4
15727,554667,2011-05-25 15:18:00,HEART OF WICKER LARGE|HEART OF WICKER SMALL|WHITE HANGING HEART T-LIGHT HOLDER,116.80000000000001
15727,560527,2011-07-19 11:57:00,LUNCH BAG CARS BLUE|LUNCH BAG RED RETROSPOT|LUNCH BAG SPACEBOY DESIGN|PACK OF 72 RETROSPOT CAKE CASES|REX CASH+CARRY JUMBO SHOPPER|SPOTTY BUNTING,91.55000000000001
15727,578244,2011-11-23 12:36:00,LUNCH BAG RED RETROSPOT,16.5
15730,553489,2011-05-17 12:43:00,HEART OF WICKER LARGE|REGENCY CAKESTAND 3 TIER,30.450000000000003
15730,566049,2011-09-08 14:28:00,SET OF 3 CAKE TINS PANTRY DESIGN,14.850000000000001
15732,536777,2010-12-02 15:00:00,JUMBO BAG RED RETROSPOT,39.0
15732,552838,2011-05-11 14:24:00,JUMBO BAG RED RETROSPOT|LUNCH BAG CARS BLUE,37.3
15733,545343,2011-03-02 09:05:00,HEART OF WICKER SMALL,19.799999999999997
15734,554306,2011-05-23 14:59:00,PARTY BUNTING|SPOTTY BUNTING,311.45000000000005
15734,563510,2011-08-17 10:50:00,PARTY BUNTING,207.50000000000003
15737,549587,2011-04-11 10:01:00,BAKING SET 9 PIECE RETROSPOT|LUNCH BAG RED RETROSPOT,31.35
15737,555494,2011-06-03 14:33:00,LUNCH BAG CARS BLUE|LUNCH BAG RED RETROSPOT|NATURAL SLATE HEART CHALKBOARD|PARTY BUNTING|SPOTTY BUNTING,85.35000000000001
15737,560190,2011-07-15 12:33:00,BAKING SET 9 PIECE RETROSPOT|NATURAL SLATE HEART CHALKBOARD,50.25000000000001
15738,542659,2011-01-31 12:09:00,PACK OF 72 RETROSPOT CAKE CASES,13.200000000000001
15738,545044,2011-02-27 11:31:00,PACK OF 72 RETROSPOT CAKE CASES,13.200000000000001
15738,559060,2011-07-06 10:00:00,PACK OF 72 RETROSPOT CAKE CASES,13.200000000000001
15738,573126,2011-10-27 16:32:00,PACK OF 72 RETROSPOT CAKE CASES,13.200000000000001
15740,572230,2011-10-21 14:29:00,NATURAL SLATE HEART CHALKBOARD,17.700000000000003
15743,555942,2011-06-08 10:14:00,HEART OF WICKER SMALL|PARTY BUNTING|REGENCY CAKESTAND 3 TIER|SPOTTY BUNTING,79.95
15743,563689,2011-08-18 12:43:00,SET OF 3 CAKE TINS PANTRY DESIGN,4.95
15743,574046,2011-11-02 13:19:00,PACK OF 72 RETROSPOT CAKE CASES,0.55
15743,578323,2011-11-23 17:19:00,HEART OF WICKER SMALL|PARTY BUNTING|SPOTTY BUNTING,14.85
15745,550325,2011-04-17 13:04:00,REGENCY CAKESTAND 3 TIER,25.5
15745,568397,2011-09-27 10:24:00,ASSORTED COLOUR BIRD ORNAMENT,13.52
15746,561648,2011-07-28 15:21:00,HEART OF WICKER SMALL|LUNCH BAG CARS BLUE,11.549999999999999
15747,557406,2011-06-20 11:30:00,HEART OF WICKER SMALL|LUNCH BAG CARS BLUE|LUNCH BAG RED RETROSPOT|LUNCH BAG SPACEBOY DESIGN,21.449999999999996
15747,563026,2011-08-11 14:04:00,HEART OF WICKER SMALL|LUNCH BAG CARS BLUE|LUNCH BAG SPACEBOY DESIGN,21.45
15747,578927,2011-11-27 12:26:00,JUMBO BAG RED RETROSPOT|LUNCH BAG CARS BLUE|LUNCH BAG SPACEBOY DESIGN,12.84
15749,540815,2011-01-11 12:55:00,WHITE HANGING HEART T-LIGHT HOLDER,4921.5
15749,550461,2011-04-18 13:20:00,WHITE HANGING HEART T-LIGHT HOLDER,4632.0
15750,537768,2010-12-08 12:11:00,JUMBO BAG RED RETROSPOT,19.5
15750,545334,2011-03-01 16:34:00,HEART OF WICKER SMALL|RETROSPOT TEA SET CERAMIC 11 PC,11.55
15750,557745,2011-06-22 12:16:00,HEART OF WICKER LARGE|HEART OF WICKER SMALL,9.2
15750,568668,2011-09-28 13:00:00,JUMBO BAG RED RETROSPOT|LUNCH BAG CARS BLUE,25.75
15750,574009,2011-11-02 11:49:00,WHITE HANGING HEART T-LIGHT HOLDER,8.850000000000001
15752,545872,2011-03-07 14:51:00,HEART OF WICKER SMALL|JUMBO BAG RED RETROSPOT|LUNCH BAG CARS BLUE,10.5
15752,548796,2011-04-04 12:42:00,JUMBO BAG RED RETROSPOT|LUNCH BAG CARS BLUE|LUNCH BAG RED RETROSPOT|LUNCH BAG SPACEBOY DESIGN,66.14
15752,559876,2011-07-13 11:09:00,HEART OF WICKER SMALL|JUMBO BAG RED RETROSPOT|LUNCH BAG RED RETROSPOT,14.489999999999998
15752,563376,2011-08-16 10:36:00,JUMBO BAG RED RETROSPOT|LUNCH BAG CARS BLUE|LUNCH BAG RED RETROSPOT,17.0
15752,565915,2011-09-07 15:52:00,JUMBO BAG RED RETROSPOT|LUNCH BAG CARS BLUE|LUNCH BAG RED RETROSPOT,26.9
15752,573485,2011-10-31 11:37:00,LUNCH BAG CARS BLUE|LUNCH BAG SPACEBOY DESIGN,18.15
15755,544391,2011-02-18 11:53:00,JAM MAKING SET PRINTED|JUMBO BAG RED RETROSPOT|PACK OF 72 RETROSPOT CAKE CASES|SET OF 3 CAKE TINS PANTRY DESIGN,64.95
15755,550478,2011-04-18 14:01:00,RETROSPOT TEA SET CERAMIC 11 PC,14.850000000000001
15755,564186,2011-08-23 15:20:00,RETROSPOT TEA SET CERAMIC 11 PC,14.850000000000001
15755,566440,2011-09-12 15:19:00,JUMBO BAG RED RETROSPOT|WHITE HANGING HEART T-LIGHT HOLDER,38.5
15755,568367,2011-09-26 15:51:00,JAM MAKING SET WITH JARS,25.5
15755,579467,2011-11-29 14:57:00,JUMBO BAG RED RETROSPOT,20.8
15756,548864,2011-04-04 14:00:00,REGENCY CAKESTAND 3 TIER,12.75
15756,552654,2011-05-10 14:20:00,PARTY BUNTING,9.9
15756,559526,2011-07-10 11:19:00,JUMBO BAG RED RETROSPOT,2.08
15757,552121,2011-05-06 11:40:00,ASSORTED COLOUR BIRD ORNAMENT,27.04
15757,569637,2011-10-05 12:14:00,PARTY BUNTING|SPOTTY BUNTING,34.650000000000006
15762,568098,2011-09-23 15:17:00,SET OF 3 CAKE TINS PANTRY DESIGN,14.850000000000001
15762,569705,2011-10-05 16:15:00,BAKING SET 9 PIECE RETROSPOT|JAM MAKING SET WITH JARS,40.35
15763,568044,2011-09-23 12:10:00,BAKING SET 9 PIECE RETROSPOT|RETROSPOT TEA SET CERAMIC 11 PC,29.700000000000003
15763,574951,2011-11-08 09:44:00,REGENCY CAKESTAND 3 TIER,25.5
15764,545906,2011-03-08 09:23:00,JAM MAKING SET PRINTED|JAM MAKING SET WITH JARS|LUNCH BAG SPACEBOY DESIGN|RETROSPOT TEA SET CERAMIC 11 PC|SET OF 3 CAKE TINS PANTRY DESIGN,89.1
